Substance,Label,n,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,fold_2
Ni2RhS4,0.0,1.0,0.69,0.6,1.84,2.0,4.0,-2.0,0.1472068,0.1408379,0.23596,7.639877,7.4589,10.36001,10.0,9.0,6.0,train
Zn2PdO4,0.0,1.0,0.9,0.615,1.4,2.0,4.0,-2.0,0.1551518,0.1440276,0.304575,9.394199,8.33686,13.618054,12.0,10.0,6.0,train
Mn2TcO4,0.0,1.0,0.96,0.645,1.4,2.0,4.0,-2.0,0.1352844,0.1344592,0.304575,7.434018,7.119381,13.618054,7.0,7.0,6.0,train
Lu2ZnS4,0.0,1.0,1.032,0.74,1.84,3.0,2.0,-2.0,0.22565,0.1551518,0.23596,5.425871,9.394199,10.36001,17.0,12.0,6.0,train
Mg2PtO4,0.0,1.0,0.89,0.625,1.4,2.0,4.0,-2.0,0.121644,0.25691,0.304575,7.646235,8.95883,13.618054,2.0,10.0,6.0,train
Sc2MgO4,0.0,1.0,0.87,0.72,1.4,3.0,2.0,-2.0,0.1193833,0.121644,0.304575,6.56149,7.646235,13.618054,3.0,2.0,6.0,train
Mg2SnO4,0.0,1.0,0.89,0.69,1.4,2.0,4.0,-2.0,0.121644,0.178052,0.304575,7.646235,7.343917,13.618054,2.0,4.0,6.0,train
Mg2TiO4,0.0,1.0,0.89,0.605,1.4,2.0,4.0,-2.0,0.121644,0.1233637,0.304575,7.646235,6.82812,13.618054,2.0,4.0,6.0,train
Tm2MgS4,0.0,1.0,1.052,0.72,1.84,3.0,2.0,-2.0,0.2167244,0.121644,0.23596,6.18431,7.646235,10.36001,15.0,2.0,6.0,train
Mn2ScO4,0.0,1.0,0.96,0.745,1.4,2.5,3.0,-2.0,0.1352844,0.1193833,0.304575,7.434018,6.56149,13.618054,7.0,3.0,6.0,train
Yb2MgS4,0.0,1.0,1.042,0.72,1.84,3.0,2.0,-2.0,0.22119,0.121644,0.23596,6.25416,7.646235,10.36001,16.0,2.0,6.0,train
Cs2MoS4,0.0,1.0,1.78,0.59,1.84,1.0,6.0,-2.0,0.1542125,0.1312672,0.23596,3.893905548,7.09243,10.36001,1.0,6.0,6.0,train
Ni2FeS4,0.0,1.0,0.69,0.645,1.84,2.5,3.0,-2.0,0.1472068,0.1392532,0.23596,7.639877,7.9024678,10.36001,10.0,8.0,6.0,train
NaBaAsO4,0.0,1.0,1.355,0.46,1.4,1.5,5.0,-2.0,0.1259463,0.2068208,0.304575,5.17537035,9.789,13.618054,1.5,5.0,6.0,train
NaBaVO4,0.0,1.0,1.355,0.54,1.4,1.5,5.0,-2.0,0.1259463,0.1273344,0.304575,5.17537035,6.746187,13.618054,1.5,5.0,6.0,train
Yb2ZnS4,0.0,1.0,1.042,0.74,1.84,3.0,2.0,-2.0,0.22119,0.1551518,0.23596,6.25416,9.394199,10.36001,16.0,12.0,6.0,train
Sm2ZnS4,0.0,1.0,1.132,0.74,1.84,3.0,2.0,-2.0,0.185468,0.1551518,0.23596,5.64371,9.394199,10.36001,8.0,12.0,6.0,train
Sc2ZnS4,0.0,1.0,0.87,0.74,1.84,3.0,2.0,-2.0,0.1193833,0.1551518,0.23596,6.56149,9.394199,10.36001,3.0,12.0,6.0,train
Rb2WSe4,0.0,1.0,1.63,0.6,1.98,1.0,6.0,-2.0,0.104686,0.2390504,0.2240328,4.177128,7.86403,9.752392,1.0,6.0,6.0,train
Pr2YbS4,0.0,1.0,1.179,1.02,1.84,3.0,2.0,-2.0,0.17208,0.22119,0.23596,5.473,6.25416,10.36001,5.0,16.0,6.0,train
Zn2ZrO4,0.0,1.0,0.9,0.72,1.4,2.0,4.0,-2.0,0.1551518,0.1248887,0.304575,9.394199,6.6339,13.618054,12.0,4.0,6.0,train
Zn2TiO4,0.0,1.0,0.9,0.605,1.4,2.0,4.0,-2.0,0.1551518,0.1233637,0.304575,9.394199,6.82812,13.618054,12.0,4.0,6.0,train
LiMgAsO4,0.0,1.0,0.905,0.46,1.4,1.5,5.0,-2.0,0.1133685,0.2068208,0.304575,6.518974881,9.789,13.618054,1.5,5.0,6.0,train
Fe2GeS4,0.0,1.0,0.92,0.53,1.84,2.0,4.0,-2.0,0.1392532,0.1895892,0.23596,7.9024678,7.899435,10.36001,8.0,4.0,6.0,train
Y2YbS4,0.0,1.0,1.075,1.02,1.84,3.0,2.0,-2.0,0.1216986,0.22119,0.23596,6.21726,6.25416,10.36001,3.0,16.0,6.0,train
Yb2CaO4,0.0,1.0,1.042,1.0,1.4,3.0,2.0,-2.0,0.22119,0.1154119,0.304575,6.25416,6.1131552,13.618054,16.0,2.0,6.0,train
Rb2MnF4,1.0,1.0,1.63,0.83,1.33,1.0,2.0,-1.0,0.104686,0.1352844,0.344443,4.177128,7.434018,17.42282,1.0,7.0,7.0,test
Cs2CdCl4,1.0,1.0,1.78,0.95,1.81,1.0,2.0,-1.0,0.1542125,0.1504066,0.263803,3.893905548,8.993822,12.96763,1.0,12.0,7.0,test
CaDyAlO4,1.0,1.0,1.1315,0.535,1.4,2.5,3.0,-2.0,0.15937095,0.150078,0.304575,6.0261026,5.9857684,13.618054,7.0,3.0,6.0,test
EuGdAlO4,1.0,1.0,1.2035,0.535,1.4,2.5,3.0,-2.0,0.1921675,0.150078,0.304575,5.9100905,5.9857684,13.618054,9.5,3.0,6.0,test
EuLaAlO4,1.0,1.0,1.258,0.535,1.4,2.5,3.0,-2.0,0.1765385,0.150078,0.304575,5.6236425,5.9857684,13.618054,6.0,3.0,6.0,test
SrTbCrO4,1.0,1.0,1.2025,0.615,1.4,2.5,3.0,-2.0,0.1586856,0.1313053,0.304575,5.7793336,6.76651,13.618054,6.5,6.0,6.0,test
SrSmAlO4,1.0,1.0,1.221,0.535,1.4,2.5,3.0,-2.0,0.1519881,0.150078,0.304575,5.6692886,5.9857684,13.618054,5.0,3.0,6.0,test
CaNdCoO4,1.0,1.0,1.1715,0.61,1.4,2.5,3.0,-2.0,0.14597545,0.1432363,0.304575,5.8190776,7.88101,13.618054,4.0,9.0,6.0,test
Cs2UO4,1.0,1.0,1.78,0.73,1.4,1.0,6.0,-2.0,0.1542125,0.13207,0.304575,3.893905548,6.19405,13.618054,1.0,6.0,6.0,test
SrLaCoO4,1.0,1.0,1.263,0.61,1.4,2.5,3.0,-2.0,0.1408251,0.1432363,0.304575,5.6358836,7.88101,13.618054,2.5,9.0,6.0,test
GdLaCuO4,1.0,1.0,1.1615,0.73,1.4,3.0,2.0,-2.0,0.178771,0.1511716,0.304575,5.863348,7.72638,13.618054,6.5,11.0,6.0,test
DyEuCuO4,1.0,1.0,1.1015,0.73,1.4,3.0,2.0,-2.0,0.1966325,0.1511716,0.304575,5.8047175,7.72638,13.618054,10.5,11.0,6.0,test
SrPrScO4,1.0,1.0,1.2445,0.745,1.4,2.5,3.0,-2.0,0.1452941,0.1193833,0.304575,5.5839336,6.56149,13.618054,3.5,3.0,6.0,test
KRbMnF4,1.0,1.0,1.59,0.83,1.33,1.0,2.0,-1.0,0.1014378,0.1352844,0.344443,4.25889577,7.434018,17.42282,1.0,7.0,7.0,test
SrLaGaO4,1.0,1.0,1.263,0.62,1.4,2.5,3.0,-2.0,0.1408251,0.1723773,0.304575,5.6358836,5.9993018,13.618054,2.5,3.0,6.0,test
NaDyTiO4,1.0,1.0,1.1615,0.605,1.4,2.0,4.0,-2.0,0.148272,0.1233637,0.304575,5.53906335,6.82812,13.618054,6.5,4.0,6.0,test
SrNdCoO4,1.0,1.0,1.2365,0.61,1.4,2.5,3.0,-2.0,0.1475236,0.1432363,0.304575,5.6099336,7.88101,13.618054,4.0,9.0,6.0,test
BaLaScO4,1.0,1.0,1.343,0.745,1.4,2.5,3.0,-2.0,0.1609103,0.1193833,0.304575,5.394282,6.56149,13.618054,2.5,3.0,6.0,test
BaLaMnO4,1.0,1.0,1.343,0.645,1.4,2.5,3.0,-2.0,0.1609103,0.1352844,0.304575,5.394282,7.434018,13.618054,2.5,7.0,6.0,test
LaNdCuO4,1.0,1.0,1.1895,0.73,1.4,3.0,2.0,-2.0,0.1698405,0.1511716,0.304575,5.55095,7.72638,13.618054,4.5,11.0,6.0,test
SrGdVO4,1.0,1.0,1.2085,0.64,1.4,2.5,3.0,-2.0,0.1564541,0.1273344,0.304575,5.9223316,6.746187,13.618054,6.0,5.0,6.0,test
PrTbCuO4,1.0,1.0,1.137,0.73,1.4,3.0,2.0,-2.0,0.1854715,0.1511716,0.304575,5.6684,7.72638,13.618054,8.0,11.0,6.0,test
Cs2CuF4,1.0,1.0,1.78,0.73,1.33,1.0,2.0,-1.0,0.1542125,0.1511716,0.344443,3.893905548,7.72638,17.42282,1.0,11.0,7.0,test
Cs2CaBr4,1.0,1.0,1.78,1.0,1.96,1.0,2.0,-1.0,0.1542125,0.1154119,0.2412578,3.893905548,6.1131552,11.81381,1.0,2.0,7.0,test
Cs2CaCl4,1.0,1.0,1.78,1.0,1.81,1.0,2.0,-1.0,0.1542125,0.1154119,0.263803,3.893905548,6.1131552,12.96763,1.0,2.0,7.0,test
Cs2NpO4,1.0,1.0,1.78,0.72,1.4,1.0,6.0,-2.0,0.1542125,0.14265,0.304575,3.893905548,6.2655,13.618054,1.0,7.0,6.0,test
NaYTiO4,1.0,1.0,1.1575,0.605,1.4,2.0,4.0,-2.0,0.1074563,0.1233637,0.304575,5.67816835,6.82812,13.618054,2.0,4.0,6.0,test
EuSmAlO4,1.0,1.0,1.2160000000000002,0.535,1.4,2.5,3.0,-2.0,0.1877015,0.150078,0.304575,5.6570475,5.9857684,13.618054,8.5,3.0,6.0,test
SrGdCrO4,1.0,1.0,1.2085,0.615,1.4,2.5,3.0,-2.0,0.1564541,0.1313053,0.304575,5.9223316,6.76651,13.618054,6.0,6.0,6.0,test
SrNdCrO4,1.0,1.0,1.2365,0.615,1.4,2.5,3.0,-2.0,0.1475236,0.1313053,0.304575,5.6099336,6.76651,13.618054,4.0,6.0,6.0,test
SrGdNiO4,1.0,1.0,1.2085,0.6,1.4,2.5,3.0,-2.0,0.1564541,0.1472068,0.304575,5.9223316,7.639877,13.618054,6.0,10.0,6.0,test
Rb2CuF4,1.0,1.0,1.63,0.73,1.33,1.0,2.0,-1.0,0.104686,0.1511716,0.344443,4.177128,7.72638,17.42282,1.0,11.0,7.0,test
K2CoF4,1.0,1.0,1.55,0.745,1.33,1.0,2.0,-1.0,0.0981896,0.1432363,0.344443,4.34066354,7.88101,17.42282,1.0,9.0,7.0,test
NaPrTiO4,1.0,1.0,1.2095,0.605,1.4,2.0,4.0,-2.0,0.132647,0.1233637,0.304575,5.30603835,6.82812,13.618054,3.0,4.0,6.0,test
Cs2CrO4,0.0,1.0,1.78,0.44,1.4,1.0,6.0,-2.0,0.1542125,0.1313053,0.304575,3.893905548,6.76651,13.618054,1.0,6.0,6.0,test
Li2BeCl4,0.0,1.0,0.92,0.45,1.81,1.0,2.0,-1.0,0.105093,0.144986,0.263803,5.391714761,9.322699,12.96763,1.0,2.0,7.0,test
Ba2CrO4,0.0,1.0,1.47,0.55,1.4,2.0,4.0,-2.0,0.1586786,0.1313053,0.304575,5.211664,6.76651,13.618054,2.0,6.0,6.0,test
Ba2TiO4,0.0,1.0,1.47,0.605,1.4,2.0,4.0,-2.0,0.1586786,0.1233637,0.304575,5.211664,6.82812,13.618054,2.0,4.0,6.0,test
Cs2CuBr4,0.0,1.0,1.78,0.73,1.96,1.0,2.0,-1.0,0.1542125,0.1511716,0.2412578,3.893905548,7.72638,11.81381,1.0,11.0,7.0,test
Sr2SiO4,0.0,1.0,1.31,0.4,1.4,2.0,4.0,-2.0,0.1185082,0.178503,0.304575,5.6948672,8.151683,13.618054,2.0,4.0,6.0,test
Ni2GeO4,0.0,1.0,0.69,0.53,1.4,2.0,4.0,-2.0,0.1472068,0.1895892,0.304575,7.639877,7.899435,13.618054,10.0,4.0,6.0,test
In2ZnS4,0.0,1.0,0.92,0.74,1.84,3.0,2.0,-2.0,0.16423,0.1551518,0.23596,5.7863552,9.394199,10.36001,3.0,12.0,6.0,test
In2MgO4,0.0,1.0,0.92,0.72,1.4,3.0,2.0,-2.0,0.16423,0.121644,0.304575,5.7863552,7.646235,13.618054,3.0,2.0,6.0,test
Sm2ZnO4,0.0,1.0,1.132,0.74,1.4,3.0,2.0,-2.0,0.185468,0.1551518,0.304575,5.64371,9.394199,13.618054,8.0,12.0,6.0,test
Na2MoO4,0.0,1.0,1.24,0.59,1.4,1.0,6.0,-2.0,0.093214,0.1312672,0.304575,5.1390767,7.09243,13.618054,1.0,6.0,6.0,test
LiScSiO4,0.0,1.0,0.895,0.4,1.4,2.0,4.0,-2.0,0.11223815,0.178503,0.304575,5.976602381,8.151683,13.618054,2.0,4.0,6.0,test
LiYGeO4,0.0,1.0,0.9975,0.53,1.4,2.0,4.0,-2.0,0.1133958,0.1895892,0.304575,5.80448738,7.899435,13.618054,2.0,4.0,6.0,test
Ce2CdSe4,0.0,1.0,1.196,0.95,1.98,3.0,2.0,-2.0,0.16761,0.1504066,0.2240328,5.5386,8.993822,9.752392,4.0,12.0,6.0,test
SmPrCuO4,0.0,1.0,1.1555,0.73,1.4,3.0,2.0,-2.0,0.178774,0.1511716,0.304575,5.558355,7.72638,13.618054,6.5,11.0,6.0,test
Ca2SiS4,0.0,1.0,1.18,0.4,1.84,2.0,4.0,-2.0,0.1154119,0.178503,0.23596,6.1131552,8.151683,10.36001,2.0,4.0,6.0,test
Cs2CoBr4,0.0,1.0,1.78,0.745,1.96,1.0,2.0,-1.0,0.1542125,0.1432363,0.2412578,3.893905548,7.88101,11.81381,1.0,9.0,7.0,test
Cs2CdBr4,0.0,1.0,1.78,0.95,1.96,1.0,2.0,-1.0,0.1542125,0.1504066,0.2412578,3.893905548,8.993822,11.81381,1.0,12.0,7.0,test
Tl2BeF4,0.0,1.0,1.59,0.45,1.33,1.0,2.0,-1.0,0.173447,0.144986,0.344443,6.108287,9.322699,17.42282,3.0,2.0,7.0,test
Sm2PdO4,0.0,1.0,1.132,0.86,1.4,3.0,2.0,-2.0,0.185468,0.1440276,0.304575,5.64371,8.33686,13.618054,8.0,10.0,6.0,test
Mn2CoO4,0.0,1.0,0.96,0.53,1.4,2.0,4.0,-2.0,0.1352844,0.1432363,0.304575,7.434018,7.88101,13.618054,7.0,9.0,6.0,test
In2CrS4,0.0,1.0,0.92,0.8,1.84,3.0,2.0,-2.0,0.16423,0.1313053,0.23596,5.7863552,6.76651,10.36001,3.0,6.0,6.0,test
K2CrO4,0.0,1.0,1.55,0.44,1.4,1.0,6.0,-2.0,0.0981896,0.1313053,0.304575,4.34066354,6.76651,13.618054,1.0,6.0,6.0,test
Er2CdSe4,0.0,1.0,1.062,0.95,1.98,3.0,2.0,-2.0,0.212261,0.1504066,0.2240328,6.1077,8.993822,9.752392,14.0,12.0,6.0,test
Dy2CdS4,0.0,1.0,1.083,0.95,1.84,3.0,2.0,-2.0,0.20333,0.1504066,0.23596,5.93905,8.993822,10.36001,12.0,12.0,6.0,test
Cs2CdI4,0.0,1.0,1.78,0.95,2.2,1.0,2.0,-1.0,0.1542125,0.1504066,0.2195175999999999,3.893905548,8.993822,10.45126,1.0,12.0,7.0,test
Ce2CdS4,0.0,1.0,1.196,0.95,1.84,3.0,2.0,-2.0,0.16761,0.1504066,0.23596,5.5386,8.993822,10.36001,4.0,12.0,6.0,test
Ca2SnS4,0.0,1.0,1.18,0.69,1.84,2.0,4.0,-2.0,0.1154119,0.178052,0.23596,6.1131552,7.343917,10.36001,2.0,4.0,6.0,test
Yb2CdSe4,0.0,1.0,1.042,0.95,1.98,3.0,2.0,-2.0,0.22119,0.1504066,0.2240328,6.25416,8.993822,9.752392,16.0,12.0,6.0,test
La2CdTe4,0.0,1.0,1.216,0.95,2.21,3.0,2.0,-2.0,0.163142,0.1504066,0.2056992,5.5769,8.993822,9.00966,3.0,12.0,6.0,test
Sc2MnS4,0.0,1.0,0.87,0.83,1.84,3.0,2.0,-2.0,0.1193833,0.1352844,0.23596,6.56149,7.434018,10.36001,3.0,7.0,6.0,test
Mn2NiO4,0.0,1.0,0.96,0.48,1.4,2.0,4.0,-2.0,0.1352844,0.1472068,0.304575,7.434018,7.639877,13.618054,7.0,10.0,6.0,test
Yb2FeS4,0.0,1.0,1.14,0.645,1.84,2.5,3.0,-2.0,0.22119,0.1392532,0.23596,6.25416,7.9024678,10.36001,16.0,8.0,6.0,test
Gd2MnS4,0.0,1.0,1.107,0.83,1.84,3.0,2.0,-2.0,0.1944,0.1352844,0.23596,6.149796,7.434018,10.36001,10.0,7.0,6.0,test
Lu2MgS4,0.0,1.0,1.032,0.72,1.84,3.0,2.0,-2.0,0.22565,0.121644,0.23596,5.425871,7.646235,10.36001,17.0,2.0,6.0,test
K2CuCl4,0.0,1.0,1.55,0.73,1.81,1.0,2.0,-1.0,0.0981896,0.1511716,0.263803,4.34066354,7.72638,12.96763,1.0,11.0,7.0,test
Ho2CdSe4,0.0,1.0,1.072,0.95,1.98,3.0,2.0,-2.0,0.207795,0.1504066,0.2240328,6.0215,8.993822,9.752392,13.0,12.0,6.0,test
Cs2ZnCl4,0.0,1.0,1.78,0.74,1.81,1.0,2.0,-1.0,0.1542125,0.1551518,0.263803,3.893905548,9.394199,12.96763,1.0,12.0,7.0,test
Cs2MgCl4,0.0,1.0,1.78,0.72,1.81,1.0,2.0,-1.0,0.1542125,0.121644,0.263803,3.893905548,7.646235,12.96763,1.0,2.0,7.0,test
Cs2CuCl4,0.0,1.0,1.78,0.73,1.81,1.0,2.0,-1.0,0.1542125,0.1511716,0.263803,3.893905548,7.72638,12.96763,1.0,11.0,7.0,test
K2CoCl4,0.0,1.0,1.55,0.745,1.81,1.0,2.0,-1.0,0.0981896,0.1432363,0.263803,4.34066354,7.88101,12.96763,1.0,9.0,7.0,test
Ce2SrSe4,0.0,1.0,1.196,1.18,1.98,3.0,2.0,-2.0,0.16761,0.1185082,0.2240328,5.5386,5.6948672,9.752392,4.0,2.0,6.0,test
Ce2PbSe4,0.0,1.0,1.196,1.19,1.98,3.0,2.0,-2.0,0.16761,0.177911,0.2240328,5.5386,7.4166796,9.752392,4.0,4.0,6.0,test
Nd2CeS4,0.0,1.0,1.35,1.01,1.84,2.5,3.0,-2.0,0.176539,0.16761,0.23596,5.525,5.5386,10.36001,6.0,4.0,6.0,test
CaYbInSe4,0.0,1.0,1.111,0.8,1.98,2.5,3.0,-2.0,0.16830095,0.16423,0.2240328,6.1836576,5.7863552,9.752392,9.0,3.0,6.0,test
MnScGaS4,0.0,1.0,0.915,0.62,1.84,2.5,3.0,-2.0,0.12733385,0.1723773,0.23596,6.997754,5.9993018,10.36001,5.0,3.0,6.0,test
LiMnAsO4,0.0,1.0,0.94,0.46,1.4,1.5,5.0,-2.0,0.1201887,0.2068208,0.304575,6.412866381,9.789,13.618054,4.0,5.0,6.0,test
HoNaGeO4,0.0,1.0,1.156,0.53,1.4,2.0,4.0,-2.0,0.1505045,0.1895892,0.304575,5.58028835,7.899435,13.618054,7.0,4.0,6.0,test
Fe2GeO4,0.0,1.0,0.92,0.53,1.4,2.0,4.0,-2.0,0.1392532,0.1895892,0.304575,7.9024678,7.899435,13.618054,8.0,4.0,6.0,test
CdNaAsO4,0.0,1.0,1.17,0.46,1.4,1.5,5.0,-2.0,0.1218103,0.2068208,0.304575,7.06644935,9.789,13.618054,6.5,5.0,6.0,test
FeMnGeO4,0.0,1.0,0.94,0.53,1.4,2.0,4.0,-2.0,0.1372688,0.1895892,0.304575,7.6682429,7.899435,13.618054,7.5,4.0,6.0,test
CaYbInS4,0.0,1.0,1.111,0.8,1.84,2.5,3.0,-2.0,0.16830095,0.16423,0.23596,6.1836576,5.7863552,10.36001,9.0,3.0,6.0,test
Mn2TiO4,0.0,1.0,0.96,0.605,1.4,2.0,4.0,-2.0,0.1352844,0.1233637,0.304575,7.434018,6.82812,13.618054,7.0,4.0,6.0,test
Mn2SiO4,0.0,1.0,0.96,0.4,1.4,2.0,4.0,-2.0,0.1352844,0.178503,0.304575,7.434018,8.151683,13.618054,7.0,4.0,6.0,test
Sc2MgS4,0.0,1.0,0.87,0.72,1.84,3.0,2.0,-2.0,0.1193833,0.121644,0.23596,6.56149,7.646235,10.36001,3.0,2.0,6.0,test
Lu2MnSe4,0.0,1.0,1.032,0.83,1.98,3.0,2.0,-2.0,0.22565,0.1352844,0.2240328,5.425871,7.434018,9.752392,17.0,7.0,6.0,test
Mg2TcO4,0.0,1.0,0.89,0.645,1.4,2.0,4.0,-2.0,0.121644,0.1344592,0.304575,7.646235,7.119381,13.618054,2.0,7.0,6.0,test
KCaAsO4,0.0,1.0,1.365,0.46,1.4,1.5,5.0,-2.0,0.10680075,0.2068208,0.304575,5.22690937,9.789,13.618054,1.5,5.0,6.0,test
Tm2ZnS4,0.0,1.0,1.052,0.74,1.84,3.0,2.0,-2.0,0.2167244,0.1551518,0.23596,6.18431,9.394199,10.36001,15.0,12.0,6.0,test
Tb2YbS4,0.0,1.0,1.095,1.02,1.84,3.0,2.0,-2.0,0.198863,0.22119,0.23596,5.8638,6.25416,10.36001,11.0,16.0,6.0,test
Rb2WS4,0.0,1.0,1.63,0.6,1.84,1.0,6.0,-2.0,0.104686,0.2390504,0.23596,4.177128,7.86403,10.36001,1.0,6.0,6.0,test
